Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
World,WLD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.10696E+13,1.15083E+13,1.21213E+13,1.27283E+13,1.35675E+13,1.43258E+13,1.51016E+13,1.56642E+13,1.65941E+13,1.75846E+13,1.82488E+13,1.90091E+13,2.00634E+13,2.13543E+13,2.17748E+13,2.19127E+13,2.30481E+13,2.39719E+13,2.49576E+13,2.59858E+13,2.64692E+13,2.69735E+13,2.70731E+13,2.77671E+13,2.90719E+13,3.01399E+13,3.11313E+13,3.22883E+13,3.37495E+13,3.49871E+13,3.59459E+13,3.63909E+13,3.7149E+13,3.78511E+13,3.91359E+13,4.03744E+13,4.18249E+13,4.34835E+13,4.4715E+13,4.6316E+13,4.84257E+13,4.94129E+13,5.05548E+13,5.21189E+13,5.44652E+13,5.66735E+13,5.92103E+13,6.18238E+13,6.31174E+13,6.22851E+13,6.5103E+13,6.72768E+13,6.91143E+13,7.11104E+13,7.33383E+13,7.56219E+13,7.77345E+13,8.04177E+13,8.30506E+13,8.52756E+13,8.28033E+13,8.81137E+13,9.11123E+13,9.37988E+13,9.64927E+13,
